City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,tucuma,-0.1833,-50.05,26.0,90,82,3.21,BR,1717188663
364,bardai,11.65,7.2333,22.78,77,100,5.01,NG,1717188663
365,pacific grove,36.6177,-121.9166,25.91,72,0,6.17,US,1717188664
366,ponta delgada,37.7333,-25.6667,20.4,83,20,6.17,PT,1717188508
367,point pedro,9.8167,80.2333,28.51,89,82,4.95,LK,1717188664
368,berlin,52.5244,13.4105,20.5,74,20,3.13,DE,1717188312
369,almeirim,-1.5233,-52.5817,25.13,94,46,1.3,BR,1717188664
370,kuqa,41.7278,82.9364,19.36,27,3,2.08,CN,1717188664
371,sinabang,2.4803,96.3801,26.05,85,100,2.3,ID,1717188664
372,uzgen,40.7699,73.3007,13.16,52,0,3.22,KG,1717188665
373,luderitz,-26.6481,15.1594,11.1,74,0,4.45,NA,1717188665
374,saudarkrokur,65.7461,-19.6394,8.14,84,100,6.17,IS,1717188665
375,toliara,-23.35,43.6667,20.33,67,0,2.66,MG,1717188665
376,les avirons,-21.2418,55.3394,20.05,78,75,2.06,RE,1717188665
377,san rafael del sur,11.8485,-86.4384,32.54,43,78,4.72,NI,1717188666
378,kamaishi,39.2667,141.8833,13.02,97,100,3.42,JP,1717188666
379,port macquarie,-31.4333,152.9167,15.5,93,100,0.3,AU,1717188430
380,lufilufi,-13.8745,-171.5986,25.88,79,97,12.42,WS,1717188666
381,chandler,33.3062,-111.8412,40.33,10,0,2.57,US,1717188305
382,zaozersk,69.4005,32.4476,10.74,89,99,1.59,RU,1717188666
383,vanimo,-2.6741,141.3028,25.49,90,99,1.5,PG,1717188666
384,vadso,70.0744,29.7487,10.49,93,0,2.57,NO,1717188667
385,novomyrhorod,48.7811,31.642,15.61,82,5,3.84,UA,1717188667
386,jose panganiban,14.2906,122.6917,26.18,95,68,1.65,PH,1717188667
387,lorengau,-2.0226,147.2712,28.02,80,97,1.99,PG,1717188667
388,kharan,28.5833,65.4167,29.24,6,0,3.99,PK,1717188667
389,vanino,49.0869,140.2543,11.63,58,14,1.07,RU,1717188652
390,linares,-35.85,-71.6,12.73,86,100,1.66,CL,1717188667
391,yurty,56.0498,97.6348,4.75,88,100,4.33,RU,1717188667
392,bojnurd,37.4747,57.329,17.97,42,0,1.03,IR,1717188667
393,springbok,-29.6643,17.8865,4.6,83,0,1.38,ZA,1717188668
394,marco,25.9726,-81.729,34.01,53,18,1.1,US,1717188668
395,northam,51.0333,-4.2167,14.1,88,5,4.49,GB,1717188668
396,valentin gomez farias,28.2167,-106.5833,33.45,5,11,3.39,MX,1717188668
397,broome,42.2506,-75.833,21.5,47,0,5.66,US,1717188668
398,kasempa,-13.4584,25.8338,16.69,52,18,1.46,ZM,1717188669
399,bargaal,11.2864,51.0773,27.79,75,73,1.24,SO,1717188669
400,batangafo,7.3008,18.2833,25.03,75,58,2.17,CF,1717188669
401,mosopa,-24.7718,25.4216,14.62,30,0,1.66,BW,1717188669
402,campanario,38.8644,-5.6174,25.67,38,47,4.07,ES,1717188669
403,krasnyy chikoy,50.3643,108.7512,7.14,91,9,1.09,RU,1717188669
404,horodnye,45.8908,28.8483,17.01,78,0,3.67,UA,1717188670
405,fort bragg,35.139,-79.006,26.22,29,0,4.12,US,1717188670
406,kiunga,-6.1219,141.2906,23.78,100,97,0.5,PG,1717188670
407,st. john's,47.5649,-52.7093,9.66,96,100,2.06,CA,1717188611
408,rondonopolis,-16.4708,-54.6356,27.6,29,2,1.3,BR,1717188553
409,boryslav,49.2867,23.4324,14.94,94,100,2.18,UA,1717188488
410,haysville,37.5645,-97.3523,26.1,70,100,4.12,US,1717188670
411,odda,60.0691,6.5457,13.4,82,78,2.0,NO,1717188630
412,balqash,46.8481,74.995,18.07,57,100,3.4,KZ,1717188670
413,iquique,-20.2208,-70.1431,18.02,76,22,2.93,CL,1717188561
414,usogorsk,63.4106,48.6872,10.37,69,22,1.7,RU,1717188671
415,mpongwe,-13.5091,28.155,15.74,55,1,2.66,ZM,1717188671
416,burlington,39.8835,-74.6413,26.16,33,20,5.14,US,1717188631
417,porto novo,6.4965,2.6036,27.9,82,100,2.7,BJ,1717188671
418,kapuskasing,49.4169,-82.4331,27.0,24,40,9.26,CA,1717188542
419,saint-pierre,-21.3393,55.4781,21.82,78,75,2.06,RE,1717188671
420,bel ombre,-4.6167,55.4167,26.91,89,40,2.57,SC,1717188671
421,puerto santa,-8.9906,-78.6456,19.07,81,2,4.63,PE,1717188671
422,diamantino,-14.4086,-56.4461,25.84,44,14,2.05,BR,1717188672
423,chuhar jamali,24.3895,67.9923,28.09,85,26,7.61,PK,1717188672
424,bintulu,3.1667,113.0333,25.23,94,40,0.51,MY,1717188672
425,tchamba,9.0333,1.4167,25.63,80,99,2.17,TG,1717188672
426,ambodifotatra,-16.9833,49.85,23.78,90,100,6.62,MG,1717188672
427,ingeniero guillermo n. juarez,-23.9,-61.85,24.1,46,21,3.2,AR,1717188672
428,arkhangel'sk,64.5401,40.5433,14.06,88,20,0.0,RU,1717188672
429,asau,46.4333,26.4,17.82,76,66,2.53,RO,1717188672
430,touros,-5.1989,-35.4608,26.06,84,100,5.47,BR,1717188645
431,nafada,11.0956,11.3327,31.69,40,66,2.5,NG,1717188673
432,bovalino,38.149,16.174,24.06,86,1,1.08,IT,1717188673
433,asubulaq,49.5583,83.0558,2.22,89,1,1.45,KZ,1717188673
434,tsiombe,-25.3,45.4833,17.94,78,0,1.02,MG,1717188673
435,plesetsk,62.708,40.2916,14.21,65,6,2.15,RU,1717188673
436,tabas,33.5959,56.9244,30.12,14,0,2.06,IR,1717188673
437,souillac,-20.5167,57.5167,24.21,64,20,6.69,MU,1717188674
438,serrinha,-11.6642,-39.0075,22.36,68,2,4.47,BR,1717188674
439,shortandy,51.7006,70.9994,7.83,66,70,2.02,KZ,1717188674
440,medina,24.4686,39.6142,35.24,5,0,3.09,SA,1717188550
441,oriximina,-1.7656,-55.8661,28.79,74,7,0.83,BR,1717188674
442,alappuzha,9.49,76.3264,27.78,86,95,4.69,IN,1717188674
443,kone,-21.0595,164.8658,21.95,66,82,2.89,NC,1717188674
444,babana,10.4295,3.815,28.7,59,68,3.35,NG,1717188674
445,grand gaube,-20.0064,57.6608,24.22,72,70,1.34,MU,1717188675
446,sao miguel do araguaia,-13.275,-50.1628,27.99,33,0,1.73,BR,1717188675
447,saint-francois,46.4154,3.9054,11.69,88,75,2.57,FR,1717188676
448,dunedin,-45.8742,170.5036,12.08,69,67,2.19,NZ,1717188676
449,akureyri,65.6835,-18.0878,11.96,54,20,5.14,IS,1717188676
450,zhezqazghan,47.7833,67.7667,16.59,59,36,1.63,KZ,1717188676
451,severo-zadonsk,54.0348,38.4017,14.92,91,100,2.56,RU,1717188677
452,petauke,-14.2426,31.3253,15.55,50,0,1.96,ZM,1717188677
453,zabol,32.25,67.25,20.6,16,0,2.13,AF,1717188677
454,cabedelo,-6.9811,-34.8339,26.37,82,19,5.91,BR,1717188677
455,taro,-8.3862,115.28,23.0,100,95,0.47,ID,1717188677
456,oltinko'l,40.8011,72.1634,22.61,33,0,3.26,UZ,1717188677
457,bayside,40.8424,-124.0637,30.95,68,0,5.14,US,1717188677
458,acajutla,13.5928,-89.8275,30.25,70,100,7.26,SV,1717188678
459,lusambo,-4.9667,23.45,24.54,72,80,0.62,CD,1717188678
460,santiago de los caballeros,19.45,-70.7,31.77,62,75,3.09,DO,1717188190
461,collie,-33.3667,116.15,14.44,93,72,3.54,AU,1717188678
462,birganj,27.0104,84.8774,29.8,69,1,7.17,NP,1717188678
463,sao felix do xingu,-6.6447,-51.995,28.09,60,0,1.49,BR,1717188679
464,yung shue wan,22.2333,114.1167,26.84,94,97,0.89,HK,1717188679
465,rikaze,29.25,88.8833,13.17,42,1,2.19,CN,1717188679
466,otjimbingwe,-22.35,16.1333,12.99,66,0,1.53,NA,1717188679
467,san gil,6.5557,-73.1331,24.58,87,89,1.14,CO,1717188679
468,olyokminsk,60.3736,120.4264,15.39,61,34,1.11,RU,1717188680
469,nenjiang,49.1833,125.2167,12.4,60,90,2.91,CN,1717188680
470,maintirano,-18.0667,44.0167,24.93,67,79,2.28,MG,1717188680
471,maracacume,-2.0428,-45.9592,24.46,95,85,1.77,BR,1717188680
472,hola,51.5377,23.1902,16.1,92,1,2.07,PL,1717188680
473,paraiso,9.8383,-83.8656,23.97,65,97,1.56,CR,1717188680
474,matoury,4.8483,-52.3317,26.98,94,0,0.51,GF,1717188593
475,tanjung pandan,-2.75,107.65,26.74,90,100,2.38,ID,1717188680
476,thulamahashi,-24.7246,31.1994,19.28,35,0,2.27,ZA,1717188681
477,hopelchen,19.7667,-89.85,41.64,20,1,2.56,MX,1717188681
478,klyuchi,52.2667,79.1667,8.04,59,70,2.93,RU,1717188681
479,tupancireta,-29.0806,-53.8358,12.47,89,63,3.1,BR,1717188589
480,aleksandrovskoye,44.7142,43.0008,18.69,92,94,6.09,RU,1717188681
481,dunaivtsi,48.8891,26.8564,15.75,80,36,2.75,UA,1717188682
482,howrah,22.5892,88.3103,28.0,89,40,0.0,IN,1717188682
483,klaksvik,62.2266,-6.589,10.51,84,99,4.83,FO,1717188682
484,lagoa,39.05,-27.9833,17.73,75,98,7.44,PT,1717188682
485,bamboo flat,11.7,92.7167,26.19,88,100,6.37,IN,1717188682
486,gadzhiyevo,69.2551,33.3362,6.87,97,98,2.04,RU,1717188682
487,colon,9.3592,-79.9014,27.27,81,100,1.34,PA,1717188420
488,tharad,24.3961,71.6267,29.29,71,8,6.0,IN,1717188683
489,lambarene,-0.7001,10.2406,24.83,85,100,2.15,GA,1717188683
490,inirida,3.8653,-67.9239,26.39,89,62,1.2,CO,1717188683
491,akjoujt,19.6969,-14.4164,29.73,20,0,4.58,MR,1717188683
492,laojunmiao,39.8333,97.7333,15.71,17,100,2.78,CN,1717188683
493,vorgashor,67.5833,63.95,-5.11,95,100,5.77,RU,1717188683
494,san antonio,29.4241,-98.4936,33.65,46,100,7.2,US,1717188222
495,lysekil,58.2743,11.4358,16.73,88,98,2.56,SE,1717188684
496,halifax,44.6453,-63.5724,16.94,88,97,3.58,CA,1717188479
497,westport,41.1415,-73.3579,25.71,32,0,6.17,US,1717188536
498,bonga,7.2833,36.2333,16.52,95,52,0.44,ET,1717188684
499,bulalacao,12.3254,121.3435,28.2,78,69,5.13,PH,1717188684
500,davos,46.8043,9.8372,2.95,99,100,0.96,CH,1717188684
501,labasa,-16.4167,179.3833,22.98,88,100,5.19,FJ,1717188685
502,abqaiq,25.9371,49.6776,33.43,25,3,2.09,SA,1717188685
503,dancu,46.7592,28.2089,17.87,73,19,2.9,MD,1717188685
504,nuku'alofa,-21.1333,-175.2,23.19,68,100,5.66,TO,1717188685
505,huilong,31.8111,121.655,17.85,94,99,2.72,CN,1717188685
506,pieksamaki,62.3,27.1333,17.48,68,17,1.63,FI,1717188685
507,severnoye,56.3491,78.3619,4.43,71,95,3.58,RU,1717188685
508,portland,45.5234,-122.6762,24.34,42,20,4.12,US,1717188049
509,castlegar,49.2998,-117.6689,22.77,24,40,2.14,CA,1717188608
510,hafnarfjordur,64.0671,-21.9377,9.45,100,75,5.14,IS,1717188686
511,la passe,45.5549,-0.8967,16.66,85,30,4.49,FR,1717188686
512,lai chau,22.3997,103.4517,19.32,91,93,0.96,VN,1717188686
513,kyrenia,35.3417,33.3167,20.75,72,0,6.09,CY,1717188686
514,conceicao do araguaia,-8.2578,-49.2647,28.86,51,38,0.98,BR,1717188686
515,williams lake,52.1415,-122.1445,18.36,38,75,1.54,CA,1717188624
516,riti,7.9167,9.6167,27.79,74,79,3.75,NG,1717188686
517,jianshui,23.6363,102.8264,20.25,87,100,1.84,CN,1717188687
518,loreto,22.2667,-101.9667,33.38,11,73,2.23,MX,1717188687
519,candon,17.1947,120.4517,26.88,79,77,1.98,PH,1717188687
520,baruun-urt,46.6806,113.2792,11.15,53,71,2.73,MN,1717188687
521,zhuanghe,39.7008,122.9911,14.52,64,2,2.2,CN,1717188687
522,udachny,66.4167,112.4,9.69,35,99,6.92,RU,1717188687
523,tynda,55.1667,124.7167,13.23,60,56,1.21,RU,1717188688
524,manhattan,40.7834,-73.9662,26.05,31,0,5.14,US,1717187895
525,tofol,5.3248,163.0078,28.45,72,27,4.28,FM,1717188688
526,owen sound,44.5672,-80.9435,20.21,57,17,4.95,CA,1717188424
527,tete,-16.1564,33.5867,21.23,49,0,1.13,MZ,1717188688
528,altai,46.3722,96.2583,10.36,30,95,0.68,MN,1717188688
529,taltal,-25.4,-70.4833,17.69,77,78,2.09,CL,1717188487
530,leava,-14.3,-178.1667,27.52,74,96,13.42,WF,1717188689
531,roccella ionica,38.322,16.4009,20.3,87,2,1.96,IT,1717188689
532,nola,40.922,14.5329,21.23,83,9,1.14,IT,1717188689
533,perry,37.2506,-83.1999,26.1,22,100,2.13,US,1717188690
534,hacienda huancane,-15.8222,-70.8856,9.75,19,28,6.37,PE,1717188690
535,lowestoft,52.4752,1.7516,12.47,88,86,9.65,GB,1717188690
536,misratah,32.3754,15.0925,22.22,73,0,8.53,LY,1717188690
537,dalandzadgad,43.5708,104.425,16.12,26,56,1.56,MN,1717188690
538,riachao,-7.3619,-46.6172,28.08,46,19,1.49,BR,1717188690
539,san antonio de pale,-1.4014,5.6325,26.56,81,100,7.22,GQ,1717188690
540,constitucion,-35.3333,-72.4167,14.25,77,100,1.44,CL,1717188690
541,zavodskoy,43.4597,132.2922,11.93,100,75,1.0,RU,1717188691
542,yarmouth,41.7057,-70.2286,23.19,51,0,5.14,US,1717188691
543,melfort,52.8667,-104.6177,18.07,27,69,13.38,CA,1717188691
544,mogocha,53.7333,119.7667,12.44,71,69,1.73,RU,1717188691
545,pacasmayo,-7.4006,-79.5714,20.59,73,6,5.6,PE,1717188691
546,dompu,-8.5356,118.4622,23.76,98,99,1.22,ID,1717188691
547,nova sintra,14.8667,-24.7167,23.99,77,42,6.66,CV,1717188692
548,novodvinsk,64.4165,40.8122,13.86,64,14,1.03,RU,1717188692
549,cooper's town,26.8667,-77.5167,27.04,71,0,8.7,BS,1717188692
550,castro,-24.7911,-50.0119,10.63,73,1,2.42,BR,1717188692
551,santiago de cao,-7.9589,-79.2392,19.07,77,0,5.14,PE,1717188692
552,tevriz,57.509,72.4042,5.06,97,100,2.23,RU,1717188692
553,virrat,62.2476,23.78,17.3,76,27,1.72,FI,1717188637
554,khandyga,62.6667,135.6,17.35,32,4,4.37,RU,1717188692
555,nikolayevsk-on-amure,53.1406,140.73,15.16,46,36,1.75,RU,1717188692
556,paslek,54.0616,19.6593,15.93,91,31,2.22,PL,1717188693
557,monrovia,6.3005,-10.7969,26.87,82,100,2.23,LR,1717188498
558,ujae,8.9322,165.7642,28.02,80,58,5.94,MH,1717188693
559,richards bay,-28.783,32.0377,19.54,90,54,2.41,ZA,1717188693
560,fort st. john,56.2499,-120.8529,16.94,27,40,5.66,CA,1717188693
561,shingu,33.7333,135.9833,14.97,89,7,2.64,JP,1717188693
562,kenai,60.5544,-151.2583,14.45,53,0,8.75,US,1717188693
563,ketchikan,55.3422,-131.6461,11.26,87,100,6.17,US,1717188693
564,pouso alegre,-22.23,-45.9364,13.92,58,0,0.72,BR,1717188694
565,el alto,-4.2714,-81.2147,22.81,75,33,6.12,PE,1717188694
566,vila velha,-20.3297,-40.2925,22.97,68,0,6.17,BR,1717188694
567,zeerust,-25.5369,26.0751,12.78,39,0,0.69,ZA,1717188694
568,nova vicosa,-17.8919,-39.3719,23.67,79,84,7.06,BR,1717188694
569,kihoku-cho,33.2559,132.6834,14.3,96,2,1.89,JP,1717188694
570,guerrero negro,27.9769,-114.0611,20.31,59,6,8.39,MX,1717188695
571,itajuba,-22.4256,-45.4528,19.97,71,0,1.91,BR,1717188666
572,kayangel,8.0823,134.7173,28.76,78,92,4.91,PW,1717188695
573,caconda,-13.7333,15.0667,11.8,74,40,2.44,AO,1717188695
574,lhokseumawe,5.1801,97.1507,26.25,76,100,1.12,ID,1717188695
575,greenville,35.6127,-77.3663,25.63,36,0,3.09,US,1717188696
576,balakhta,55.38,91.6,1.14,93,6,1.1,RU,1717188696
577,talara,-4.5772,-81.2719,24.42,64,0,7.06,PE,1717188696
578,along,28.1667,94.7667,20.12,99,89,0.79,IN,1717188696
579,aral,40.5156,81.2636,20.41,39,35,2.3,CN,1717188696
580,mossel bay,-34.1831,22.146,11.96,72,100,1.01,ZA,1717188696
581,santa cruz,-17.8,-63.1667,27.7,54,40,6.17,BO,1717188628
582,andergrove,-21.0833,149.1833,20.36,92,58,1.57,AU,1717188697
583,thinadhoo,0.5333,72.9333,29.05,77,84,8.38,MV,1717188697
584,sam roi yot,12.2708,99.872,29.42,78,100,3.03,TH,1717188697
585,calama,-22.4667,-68.9333,23.27,5,0,8.23,CL,1717188486
586,corner brook,48.9667,-57.9484,7.09,97,100,1.66,CA,1717188543
587,mishan,45.55,131.8833,10.99,99,100,1.82,CN,1717188697
588,smara,26.7384,-11.6719,21.34,64,0,8.14,EH,1717188628
589,kadirli,37.3739,36.0961,19.17,81,70,0.96,TR,1717188467
590,cockburn town,21.4612,-71.1419,27.61,86,100,4.35,TC,1717188698
591,kruisfontein,-34.0033,24.7314,12.71,84,100,1.65,ZA,1717188698
592,ramnagar,29.4,79.1167,29.5,8,0,3.33,IN,1717188698
593,guantanamo,20.1444,-75.2092,30.26,55,100,3.2,CU,1717188698
594,hobyo,5.3505,48.5268,26.6,80,66,11.53,SO,1717188699
595,gamay,12.3854,125.2979,26.08,93,45,2.1,PH,1717188699
596,sao jose da coroa grande,-8.8978,-35.1478,25.41,81,52,3.86,BR,1717188699
597,i-n-salah,27.1935,2.4607,35.91,9,2,3.95,DZ,1717188699
